ProductA,ProductB,PairCount,ProductACount,ProductBCount,PairSupport,Confidence_A_to_B,Confidence_B_to_A,Lift
SET OF 3 HEART COOKIE CUTTERS,SET OF 4 PANTRY JELLY MOULDS,159,673,1036,0.012304596811639066,0.2362555720653789,0.15347490347490347,2.94680936508574
JAM MAKING SET PRINTED,SET OF 3 HEART COOKIE CUTTERS,172,1121,673,0.013310633028942889,0.1534344335414808,0.2555720653789004,2.9460323183105728
JUMBO BAG PINK POLKADOT,JUMBO BAG VINTAGE LEAF,240,1206,873,0.018572976319455193,0.19900497512437812,0.27491408934707906,2.945638360317542
JAM MAKING SET PRINTED,RED TOADSTOOL LED NIGHT LIGHT,208,1121,814,0.01609657947686117,0.1855486173059768,0.25552825552825553,2.9455273130563056
JUMBO BAG ALPHABET,RECYCLING BAG RETROSPOT ,150,899,732,0.011608110199659495,0.1668520578420467,0.20491803278688525,2.9454402888455298
CHOCOLATE HOT WATER BOTTLE,STRAWBERRY CHARLOTTE BAG,134,817,720,0.010369911778362483,0.16401468788249693,0.18611111111111112,2.943608051135591
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG SPACEBOY DESIGN,135,869,684,0.010447299179693547,0.15535097813578827,0.19736842105263158,2.93486160741324
JAM MAKING SET PRINTED,PACK OF 60 PINK PAISLEY CAKE CASES,217,1121,853,0.016793066088840736,0.1935771632471008,0.2543962485345838,2.9324784331524456
RECYCLING BAG RETROSPOT ,VINTAGE SNAP CARDS,139,732,837,0.010756848785017798,0.18989071038251365,0.16606929510155316,2.931622173910205
CLOTHES PEGS RETROSPOT PACK 24 ,PACK OF 20 NAPKINS PANTRY DESIGN,112,748,660,0.00866738894907909,0.1497326203208556,0.1696969696969697,2.9315832117971157
JUMBO BAG WOODLAND ANIMALS,RED RETROSPOT CHARLOTTE BAG,200,858,1028,0.015477480266212661,0.2331002331002331,0.19455252918287938,2.9300790001179107
HANGING HEART JAR T-LIGHT HOLDER,NATURAL SLATE HEART CHALKBOARD ,188,691,1200,0.0145488314502399,0.27206946454413894,0.15666666666666668,2.9297346840328027
ALARM CLOCK BAKELIKE PINK,WOODLAND CHARLOTTE BAG,145,774,827,0.01122117319300418,0.18733850129198967,0.17533252720677148,2.927192398663955
RECIPE BOX PANTRY YELLOW DESIGN,STRAWBERRY CHARLOTTE BAG,177,1088,720,0.013697570035598204,0.16268382352941177,0.24583333333333332,2.919722732843137
JUMBO BAG WOODLAND ANIMALS,ROUND SNACK BOXES SET OF4 WOODLAND ,139,858,717,0.010756848785017798,0.16200466200466201,0.19386331938633194,2.919699082878999
JUMBO STORAGE BAG SUKI,RED TOADSTOOL LED NIGHT LIGHT,217,1180,814,0.016793066088840736,0.18389830508474575,0.2665847665847666,2.91932911339691
GREEN REGENCY TEACUP AND SAUCER,JAM MAKING SET PRINTED,255,1007,1121,0.019733787339421143,0.253227408142999,0.22747546833184656,2.9190049670150167
NATURAL SLATE HEART CHALKBOARD ,RECYCLING BAG RETROSPOT ,198,1200,732,0.015322705463550534,0.165,0.27049180327868855,2.912745901639344
JUMBO BAG SPACEBOY DESIGN,STRAWBERRY CHARLOTTE BAG,111,684,720,0.008590001547748027,0.16228070175438597,0.15416666666666667,2.912487816764133
RECIPE BOX PANTRY YELLOW DESIGN,SET OF 3 HEART COOKIE CUTTERS,165,1088,673,0.012768921219625445,0.15165441176470587,0.2451708766716196,2.911854842234071
CHARLOTTE BAG PINK POLKADOT,POPCORN HOLDER,220,739,1324,0.017025228292833927,0.2976995940460081,0.1661631419939577,2.9054940742164024
GARDENERS KNEELING PAD KEEP CALM ,SET OF 3 REGENCY CAKE TINS,168,905,826,0.013001083423618635,0.1856353591160221,0.2033898305084746,2.904092143459125
ANTIQUE SILVER T-LIGHT GLASS,VINTAGE SNAP CARDS,155,824,837,0.011995047206314812,0.18810679611650485,0.18518518518518517,2.904081265731752
CHARLOTTE BAG PINK POLKADOT,VINTAGE SNAP CARDS,139,739,837,0.010756848785017798,0.1880920162381597,0.16606929510155316,2.903853087012544
LUNCH BAG DOLLY GIRL DESIGN,WOODLAND CHARLOTTE BAG,126,678,827,0.009750812567713976,0.18584070796460178,0.1523579201934704,2.903789151533959
JUMBO BAG ALPHABET,LUNCH BAG VINTAGE DOILY ,220,899,1089,0.017025228292833927,0.2447163515016685,0.20202020202020202,2.903787597892159
JAM MAKING SET WITH JARS,SET OF 3 BUTTERFLY COOKIE CUTTERS,168,1104,678,0.013001083423618635,0.15217391304347827,0.24778761061946902,2.900282159805053
PAPER CHAIN KIT VINTAGE CHRISTMAS,VINTAGE SNAP CARDS,150,799,837,0.011608110199659495,0.18773466833541927,0.17921146953405018,2.8983361818760907
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,414,899,2054,0.03203838415106021,0.46051167964404893,0.20155793573515093,2.8971430985201563
LUNCH BAG DOLLY GIRL DESIGN,RED RETROSPOT CHARLOTTE BAG,156,678,1028,0.012072434607645875,0.23008849557522124,0.1517509727626459,2.892221342240281
GARDENERS KNEELING PAD CUP OF TEA ,JUMBO BAG APPLES,162,748,969,0.012536759015632256,0.21657754010695188,0.16718266253869968,2.8881475472260396
ALARM CLOCK BAKELIKE PINK,STRAWBERRY CHARLOTTE BAG,124,774,720,0.00959603776505185,0.16020671834625322,0.17222222222222222,2.875265575653173
JAM MAKING SET PRINTED,SET OF 3 BUTTERFLY COOKIE CUTTERS,169,1121,678,0.013078470824949699,0.15075825156110614,0.24926253687315633,2.8733010717885166
CHARLOTTE BAG SUKI DESIGN,SET OF 3 BUTTERFLY COOKIE CUTTERS,131,869,678,0.010137749574369293,0.15074798619102417,0.19321533923303835,2.873105424130405
HOT WATER BOTTLE KEEP CALM,JUMBO BAG 50'S CHRISTMAS ,115,739,700,0.00889955115307228,0.15561569688768606,0.16428571428571428,2.8726657645466847
JUMBO BAG APPLES,WOODLAND CHARLOTTE BAG,178,969,827,0.013774957436929268,0.18369453044375644,0.21523579201934703,2.870254803378743
JAM MAKING SET WITH JARS,SET OF 3 HEART COOKIE CUTTERS,165,1104,673,0.012768921219625445,0.14945652173913043,0.2451708766716196,2.869654047419084
CHARLOTTE BAG PINK POLKADOT,JUMBO BAG APPLES,159,739,969,0.012304596811639066,0.21515561569688768,0.16408668730650156,2.8691856202633463
JUMBO BAG VINTAGE DOILY ,JUMBO SHOPPER VINTAGE RED PAISLEY,314,1211,1168,0.024299644017953877,0.259289843104872,0.2688356164383562,2.8686158840763323
JUMBO STORAGE BAG SKULLS,LUNCH BAG CARS BLUE,177,698,1145,0.013697570035598204,0.25358166189111747,0.15458515283842794,2.8618185458139918
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG ALPHABET DESIGN,141,869,733,0.010911623587679926,0.1622554660529344,0.19236016371077763,2.860388993637133
JUMBO BAG STRAWBERRY,LUNCH BAG PINK POLKADOT,196,818,1085,0.015167930660888408,0.2396088019559902,0.18064516129032257,2.853663538133923
JUMBO BAG VINTAGE DOILY ,LUNCH BAG ALPHABET DESIGN,196,1211,733,0.015167930660888408,0.16184971098265896,0.2673942701227831,2.853235969055824
6 RIBBONS RUSTIC CHARM,PACK OF 20 NAPKINS PANTRY DESIGN,133,913,660,0.010292524377031419,0.1456736035049288,0.2015151515151515,2.8521125825616513
CHARLOTTE BAG PINK POLKADOT,PLASTERS IN TIN WOODLAND ANIMALS,112,739,687,0.00866738894907909,0.15155615696887687,0.16302765647743814,2.8506676278774767
GUMBALL COAT RACK,ROUND SNACK BOXES SET OF4 WOODLAND ,102,645,717,0.007893514935768457,0.15813953488372093,0.14225941422594143,2.850040543608705
PACK OF 72 RETROSPOT CAKE CASES,STRAWBERRY CERAMIC TRINKET BOX,220,1293,772,0.017025228292833927,0.17014694508894046,0.2849740932642487,2.8479777518643634
JAM MAKING SET PRINTED,SET OF 3 REGENCY CAKE TINS,204,1121,826,0.015787029871536913,0.18198037466547726,0.2469733656174334,2.846913318919246
CHARLOTTE BAG PINK POLKADOT,RECIPE BOX PANTRY YELLOW DESIGN,177,739,1088,0.013697570035598204,0.2395128552097429,0.16268382352941177,2.8446554365995382
JUMBO BAG WOODLAND ANIMALS,LUNCH BOX I LOVE LONDON,126,858,668,0.009750812567713976,0.14685314685314685,0.18862275449101795,2.840772999455634
JUMBO SHOPPER VINTAGE RED PAISLEY,RED TOADSTOOL LED NIGHT LIGHT,209,1168,814,0.01617396687819223,0.17893835616438356,0.25675675675675674,2.840591447611996
JUMBO BAG PINK POLKADOT,JUMBO BAG VINTAGE DOILY ,321,1206,1211,0.02484135582727132,0.26616915422885573,0.26507018992568127,2.8401633451240906
PINK REGENCY TEACUP AND SAUCER,RED TOADSTOOL LED NIGHT LIGHT,135,755,814,0.010447299179693547,0.17880794701986755,0.16584766584766586,2.838521242494753
ALARM CLOCK BAKELIKE GREEN,CHARLOTTE BAG SUKI DESIGN,184,965,869,0.014239281844915647,0.19067357512953367,0.21173762945914845,2.8353094796591876
JUMBO BAG 50'S CHRISTMAS ,WOODLAND CHARLOTTE BAG,127,700,827,0.00982819996904504,0.18142857142857144,0.15356711003627568,2.8348488512696495
JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG SPACEBOY DESIGN,105,700,684,0.008125677139761646,0.15,0.15350877192982457,2.8337719298245614
JUMBO BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG,124,684,827,0.00959603776505185,0.18128654970760233,0.14993954050785974,2.8326297404131044
JUMBO BAG VINTAGE DOILY ,JUMBO STORAGE BAG SUKI,313,1211,1180,0.024222256616622813,0.2584640792733278,0.2652542372881356,2.830400705398256
JAM MAKING SET WITH JARS,PACK OF 60 PINK PAISLEY CAKE CASES,206,1104,853,0.01594180467419904,0.18659420289855072,0.24150058616647127,2.826694360908643
POPCORN HOLDER,RECYCLING BAG RETROSPOT ,212,1324,732,0.01640612908218542,0.16012084592145015,0.2896174863387978,2.826614168028659
JUMBO BAG WOODLAND ANIMALS,SET/20 RED RETROSPOT PAPER NAPKINS ,176,858,938,0.013620182634267142,0.20512820512820512,0.18763326226012794,2.825870646766169
JUMBO BAG WOODLAND ANIMALS,SPACEBOY LUNCH BOX ,168,858,896,0.013001083423618635,0.1958041958041958,0.1875,2.8238636363636362
6 RIBBONS RUSTIC CHARM,RECYCLING BAG RETROSPOT ,146,913,732,0.011298560594335242,0.15991237677984665,0.1994535519125683,2.8229340611327567
ANTIQUE SILVER T-LIGHT GLASS,NATURAL SLATE HEART CHALKBOARD ,216,824,1200,0.016715678687509672,0.2621359223300971,0.18,2.822766990291262
LUNCH BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,196,1085,827,0.015167930660888408,0.18064516129032257,0.2370012091898428,2.822607949448064
JAM MAKING SET PRINTED,STRAWBERRY CERAMIC TRINKET BOX,189,1121,772,0.014626218851570965,0.16859946476360393,0.24481865284974094,2.8220754969887176
GARDENERS KNEELING PAD KEEP CALM ,RABBIT NIGHT LIGHT,173,905,876,0.01338802043027395,0.19116022099447513,0.19748858447488585,2.819831479098867
CLOTHES PEGS RETROSPOT PACK 24 ,PACK OF 72 RETROSPOT CAKE CASES,211,748,1293,0.016328741680854356,0.2820855614973262,0.16318638824439288,2.8191103060080813
JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG WOODLAND ANIMALS,131,700,858,0.010137749574369293,0.18714285714285714,0.15268065268065267,2.8184848484848484
CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,206,869,1088,0.01594180467419904,0.23705408515535098,0.18933823529411764,2.81545302240574
RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG,196,1088,827,0.015167930660888408,0.1801470588235294,0.2370012091898428,2.8148250231168643
JUMBO STORAGE BAG SUKI,STRAWBERRY CHARLOTTE BAG,185,1180,720,0.014316669246246711,0.15677966101694915,0.2569444444444444,2.813759416195857
RED RETROSPOT CHARLOTTE BAG,RED TOADSTOOL LED NIGHT LIGHT,182,1028,814,0.014084507042253521,0.17704280155642024,0.22358722358722358,2.810500100383369
RECYCLING BAG RETROSPOT ,ROSES REGENCY TEACUP AND SAUCER ,167,732,1049,0.012923696022287571,0.22814207650273224,0.15919923736892277,2.8103450072147815
JAM MAKING SET PRINTED,VINTAGE SNAP CARDS,204,1121,837,0.015787029871536913,0.18198037466547726,0.24372759856630824,2.8094986874878103
CHARLOTTE BAG SUKI DESIGN,VINTAGE SNAP CARDS,158,869,837,0.012227209410308002,0.18181818181818182,0.18876941457586618,2.8069946779624204
RED TOADSTOOL LED NIGHT LIGHT,SET OF 3 REGENCY CAKE TINS,146,814,826,0.011298560594335242,0.17936117936117937,0.17675544794188863,2.8059384500062468
JUMBO STORAGE BAG SKULLS,STRAWBERRY CERAMIC TRINKET BOX,117,698,772,0.009054325955734407,0.167621776504298,0.15155440414507773,2.8057106165654644
HANGING HEART JAR T-LIGHT HOLDER,PACK OF 20 NAPKINS PANTRY DESIGN,99,691,660,0.007661352731775267,0.14327062228654125,0.15,2.8050651230101296
JUMBO  BAG BAROQUE BLACK WHITE,RED TOADSTOOL LED NIGHT LIGHT,163,923,814,0.012614146416963318,0.17659804983748645,0.20024570024570024,2.803439803439804
DOLLY GIRL LUNCH BOX,STRAWBERRY CERAMIC TRINKET BOX,142,848,772,0.01098901098901099,0.16745283018867924,0.18393782383419688,2.8028827353602503
PACK OF 20 NAPKINS PANTRY DESIGN,PINK REGENCY TEACUP AND SAUCER,108,660,755,0.008357839343754836,0.16363636363636364,0.14304635761589404,2.800674292594822
JAM MAKING SET WITH JARS,ROSES REGENCY TEACUP AND SAUCER ,251,1104,1049,0.019424237734096888,0.22735507246376813,0.23927550047664442,2.8006503778615928
GARDENERS KNEELING PAD KEEP CALM ,JUMBO BAG APPLES,190,905,969,0.014703606252902027,0.20994475138121546,0.19607843137254902,2.79969667424981
6 RIBBONS RUSTIC CHARM,RED TOADSTOOL LED NIGHT LIGHT,161,913,814,0.012459371614301192,0.17634173055859803,0.1977886977886978,2.799370813609587
JUMBO BAG WOODLAND ANIMALS,SET OF 3 BUTTERFLY COOKIE CUTTERS,126,858,678,0.009750812567713976,0.14685314685314685,0.18584070796460178,2.798873692679002
ANTIQUE SILVER T-LIGHT GLASS,SET OF 3 HEART COOKIE CUTTERS,120,824,673,0.009286488159727596,0.14563106796116504,0.17830609212481427,2.796203061209769
JUMBO BAG 50'S CHRISTMAS ,SET OF 3 REGENCY CAKE TINS,125,700,826,0.009673425166382912,0.17857142857142858,0.1513317191283293,2.7935835351089584
GARDENERS KNEELING PAD CUP OF TEA ,JUMBO BAG VINTAGE LEAF,141,748,873,0.010911623587679926,0.18850267379679145,0.16151202749140894,2.7901850524652225
6 RIBBONS RUSTIC CHARM,WOODLAND CHARLOTTE BAG,163,913,827,0.012614146416963318,0.17853231106243153,0.19709794437726724,2.7895943452826364
CHARLOTTE BAG PINK POLKADOT,SET OF 3 BUTTERFLY COOKIE CUTTERS,108,739,678,0.008357839343754836,0.14614343707713126,0.1592920353982301,2.7853473361514602
CHARLOTTE BAG PINK POLKADOT,JUMBO  BAG BAROQUE BLACK WHITE,147,739,923,0.011375947995666305,0.19891745602165087,0.15926327193932827,2.7848443843031125
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG PINK POLKADOT,202,864,1085,0.015632255068874785,0.2337962962962963,0.18617511520737326,2.7844384707287935
SET OF 3 BUTTERFLY COOKIE CUTTERS,VINTAGE SNAP CARDS,122,678,837,0.009441262962389722,0.17994100294985252,0.14575866188769415,2.7780139069510086
PACK OF 20 NAPKINS PANTRY DESIGN,PACK OF 60 PINK PAISLEY CAKE CASES,121,660,853,0.00936387556105866,0.18333333333333332,0.141852286049238,2.7772958186791716
LUNCH BAG SPACEBOY DESIGN ,ROUND SNACK BOXES SET OF4 WOODLAND ,177,1149,717,0.013697570035598204,0.15404699738903394,0.24686192468619247,2.7762835429025055
HEART OF WICKER SMALL,NATURAL SLATE HEART CHALKBOARD ,297,1152,1200,0.022984058195325802,0.2578125,0.2475,2.7762109375000006
JAM MAKING SET WITH JARS,PINK REGENCY TEACUP AND SAUCER,179,1104,755,0.013852344838260332,0.1621376811594203,0.2370860927152318,2.775023994625204
PLASTERS IN TIN WOODLAND ANIMALS,SET OF 3 BUTTERFLY COOKIE CUTTERS,100,687,678,0.007738740133106331,0.14556040756914118,0.14749262536873156,2.774235378478529
JUMBO BAG 50'S CHRISTMAS ,RECYCLING BAG RETROSPOT ,110,700,732,0.008512614146416964,0.15714285714285714,0.15027322404371585,2.7740437158469944
SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 4 PANTRY JELLY MOULDS,298,1340,1036,0.023061445596656863,0.22238805970149253,0.2876447876447876,2.7738402581686166
JUMBO BAG STRAWBERRY,LUNCH BAG DOLLY GIRL DESIGN,119,818,678,0.009209100758396533,0.14547677261613692,0.17551622418879056,2.7726413801559313
ANTIQUE SILVER T-LIGHT GLASS,GREEN REGENCY TEACUP AND SAUCER,178,824,1007,0.013774957436929268,0.21601941747572814,0.17676266137040714,2.7719989201800987
6 RIBBONS RUSTIC CHARM,STRAWBERRY CHARLOTTE BAG,141,913,720,0.010911623587679926,0.15443592552026286,0.19583333333333333,2.7716958744067175
LUNCH BAG ALPHABET DESIGN,WOODLAND CHARLOTTE BAG,130,733,827,0.01006036217303823,0.17735334242837653,0.15719467956469166,2.7711727821759147
PLASTERS IN TIN WOODLAND ANIMALS,SPACEBOY LUNCH BOX ,132,687,896,0.010215136975700355,0.19213973799126638,0.14732142857142858,2.7710152838427944
LUNCH BAG RED RETROSPOT,RECYCLING BAG RETROSPOT ,244,1555,732,0.018882525924779445,0.15691318327974277,0.3333333333333333,2.769989281886388
ALARM CLOCK BAKELIKE PINK,GUMBALL COAT RACK,107,774,645,0.008280451942423774,0.13824289405684753,0.16589147286821707,2.7695731426396653
RED TOADSTOOL LED NIGHT LIGHT,ROSES REGENCY TEACUP AND SAUCER ,183,814,1049,0.014161894443584585,0.22481572481572482,0.1744518589132507,2.769369681667108
RABBIT NIGHT LIGHT,SET OF 3 REGENCY CAKE TINS,155,876,826,0.011995047206314812,0.1769406392694064,0.18765133171912832,2.768071356706137
CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,152,869,817,0.011762885002321623,0.17491369390103567,0.18604651162790697,2.7665052051275194
PACK OF 60 PINK PAISLEY CAKE CASES,SET OF 4 PANTRY JELLY MOULDS,189,853,1036,0.014626218851570965,0.22157092614302462,0.18243243243243243,2.763648173378537
JUMBO BAG APPLES,RED RETROSPOT CHARLOTTE BAG,213,969,1028,0.016483516483516484,0.21981424148606812,0.20719844357976655,2.7630735685632026
CHARLOTTE BAG SUKI DESIGN,POPCORN HOLDER,246,869,1324,0.019037300727441572,0.28308400460299193,0.18580060422960726,2.7628485706041253
ALARM CLOCK BAKELIKE RED ,CHARLOTTE BAG PINK POLKADOT,164,1038,739,0.012691533818294382,0.1579961464354528,0.2219215155615697,2.7626876917982695
ANTIQUE SILVER T-LIGHT GLASS,STRAWBERRY CERAMIC TRINKET BOX,136,824,772,0.010524686581024609,0.1650485436893204,0.17616580310880828,2.762638965742743
6 RIBBONS RUSTIC CHARM,CLOTHES PEGS RETROSPOT PACK 24 ,146,913,748,0.011298560594335242,0.15991237677984665,0.19518716577540107,2.7625504448518425
PACK OF 60 PINK PAISLEY CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS ,171,853,938,0.013233245627611825,0.20046893317702227,0.18230277185501065,2.7616839600356946
LUNCH BAG ALPHABET DESIGN,RED RETROSPOT CHARLOTTE BAG,161,733,1028,0.012459371614301192,0.21964529331514324,0.1566147859922179,2.7609498834808184
GREEN REGENCY TEACUP AND SAUCER,PACK OF 20 NAPKINS PANTRY DESIGN,142,1007,660,0.01098901098901099,0.141012909632572,0.21515151515151515,2.7608618458668115
JUMBO BAG VINTAGE LEAF,JUMBO BAG WOODLAND ANIMALS,160,873,858,0.012381984212970128,0.18327605956471935,0.1864801864801865,2.7602485334444093
JUMBO BAG APPLES,STRAWBERRY CHARLOTTE BAG,149,969,720,0.011530722798328431,0.15376676986584106,0.20694444444444443,2.7596863891755534
DOLLY GIRL LUNCH BOX,GREEN REGENCY TEACUP AND SAUCER,182,848,1007,0.014084507042253521,0.21462264150943397,0.1807348560079444,2.754075246856907
CLOTHES PEGS RETROSPOT PACK 24 ,JAM MAKING SET WITH JARS,176,748,1104,0.013620182634267142,0.23529411764705882,0.15942028985507245,2.7540494458653026
JUMBO BAG APPLES,LUNCH BAG PINK POLKADOT,224,969,1085,0.01733477789815818,0.23116615067079463,0.2064516129032258,2.753114284763141
PACK OF 20 NAPKINS PANTRY DESIGN,PAPER BUNTING RETROSPOT,105,660,747,0.008125677139761646,0.1590909090909091,0.14056224899598393,2.752038456857734
60 TEATIME FAIRY CAKE CASES,SET/20 RED RETROSPOT PAPER NAPKINS ,164,821,938,0.012691533818294382,0.1997563946406821,0.17484008528784648,2.751867944079844
CHOCOLATE HOT WATER BOTTLE,PAPER CHAIN KIT VINTAGE CHRISTMAS,139,817,799,0.010756848785017798,0.1701346389228886,0.1739674593241552,2.751539179175928
JUMBO STORAGE BAG SKULLS,LUNCH BAG SUKI DESIGN ,190,698,1279,0.014703606252902027,0.2722063037249284,0.1485535574667709,2.7501562601513094
LUNCH BOX I LOVE LONDON,POPCORN HOLDER,188,668,1324,0.0145488314502399,0.281437125748503,0.1419939577039275,2.746775331512202
GREEN REGENCY TEACUP AND SAUCER,VICTORIAN GLASS HANGING T-LIGHT,205,1007,958,0.015864417272867977,0.2035749751737835,0.2139874739039666,2.7459246651311386
POPCORN HOLDER,RED TOADSTOOL LED NIGHT LIGHT,229,1324,814,0.017721714904813498,0.1729607250755287,0.28132678132678135,2.745698389958209
CLOTHES PEGS RETROSPOT PACK 24 ,SET/20 RED RETROSPOT PAPER NAPKINS ,149,748,938,0.011530722798328431,0.19919786096256684,0.15884861407249468,2.74417351743954
LUNCH BAG WOODLAND,SPACEBOY LUNCH BOX ,192,1011,896,0.014858381055564154,0.18991097922848665,0.21428571428571427,2.738872403560831
JUMBO BAG PINK VINTAGE PAISLEY,RED TOADSTOOL LED NIGHT LIGHT,149,864,814,0.011530722798328431,0.1724537037037037,0.18304668304668303,2.7376495813995816
RED TOADSTOOL LED NIGHT LIGHT,SET OF 3 HEART COOKIE CUTTERS,116,814,673,0.008976938554403343,0.14250614250614252,0.1723625557206538,2.7362026351625164
JUMBO BAG VINTAGE DOILY ,JUMBO BAG WOODLAND ANIMALS,220,1211,858,0.017025228292833927,0.18166804293971925,0.2564102564102564,2.7360308285163777
GARDENERS KNEELING PAD CUP OF TEA ,SET OF 4 PANTRY JELLY MOULDS,164,748,1036,0.012691533818294382,0.2192513368983957,0.1583011583011583,2.734715999421882
CLOTHES PEGS RETROSPOT PACK 24 ,SET OF 4 PANTRY JELLY MOULDS,164,748,1036,0.012691533818294382,0.2192513368983957,0.1583011583011583,2.734715999421882
PAPER CHAIN KIT 50'S CHRISTMAS ,VINTAGE SNAP CARDS,193,1090,837,0.014935768456895218,0.17706422018348625,0.23058542413381122,2.733600780419366
JUMBO BAG WOODLAND ANIMALS,PINK REGENCY TEACUP AND SAUCER,137,858,755,0.010602073982355673,0.15967365967365968,0.1814569536423841,2.7328516957656026
6 RIBBONS RUSTIC CHARM,RECIPE BOX PANTRY YELLOW DESIGN,210,913,1088,0.016251354279523293,0.23001095290251916,0.19301470588235295,2.731802879969074
CHARLOTTE BAG PINK POLKADOT,SET OF 3 HEART COOKIE CUTTERS,105,739,673,0.008125677139761646,0.14208389715832206,0.15601783060921248,2.728095273521304
HOT WATER BOTTLE KEEP CALM,PAPER CHAIN KIT 50'S CHRISTMAS ,170,739,1090,0.013155858226280761,0.23004059539918809,0.1559633027522936,2.7271418107782646
POPCORN HOLDER,WOODLAND CHARLOTTE BAG,231,1324,827,0.017876489707475622,0.17447129909365558,0.279322853688029,2.726140419453709
VINTAGE SNAP CARDS,WOODLAND CHARLOTTE BAG,146,837,827,0.011298560594335242,0.17443249701314217,0.17654171704957677,2.725534131080802
IVORY KITCHEN SCALES,SET OF 3 CAKE TINS PANTRY DESIGN ,186,659,1340,0.014394056647577775,0.2822458270106222,0.13880597014925372,2.7217765497248205
IVORY KITCHEN SCALES,RECIPE BOX PANTRY YELLOW DESIGN,151,659,1088,0.011685497600990559,0.2291350531107739,0.13878676470588236,2.721399959832188
JAM MAKING SET PRINTED,PINK REGENCY TEACUP AND SAUCER,178,1121,755,0.013774957436929268,0.15878679750223015,0.23576158940397351,2.7176728441375073
PACK OF 72 RETROSPOT CAKE CASES,SET OF 3 HEART COOKIE CUTTERS,183,1293,673,0.014161894443584585,0.14153132250580047,0.27191679049034173,2.717485511768133
ALARM CLOCK BAKELIKE RED ,STRAWBERRY CHARLOTTE BAG,157,1038,720,0.012149822008976938,0.151252408477842,0.21805555555555556,2.714560586598159
60 TEATIME FAIRY CAKE CASES,CLOTHES PEGS RETROSPOT PACK 24 ,129,821,748,0.009982974771707166,0.15712545676004872,0.17245989304812834,2.7144052837611623
RED TOADSTOOL LED NIGHT LIGHT,STRAWBERRY CHARLOTTE BAG,123,814,720,0.009518650363720786,0.1511056511056511,0.17083333333333334,2.7119266994266997
LUNCH BAG DOLLY GIRL DESIGN,ROUND SNACK BOXES SET OF4 WOODLAND ,102,678,717,0.007893514935768457,0.1504424778761062,0.14225941422594143,2.7113217560879277
ROUND SNACK BOXES SET OF4 WOODLAND ,SET OF 3 BUTTERFLY COOKIE CUTTERS,102,717,678,0.007893514935768457,0.14225941422594143,0.1504424778761062,2.7113217560879277
60 TEATIME FAIRY CAKE CASES,RED RETROSPOT CHARLOTTE BAG,177,821,1028,0.013697570035598204,0.21559074299634592,0.17217898832684825,2.709984028208932
RECYCLING BAG RETROSPOT ,VICTORIAN GLASS HANGING T-LIGHT,147,732,958,0.011375947995666305,0.20081967213114754,0.1534446764091858,2.708759711146856
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG WOODLAND,183,864,1011,0.014161894443584585,0.21180555555555555,0.18100890207715134,2.7071724914825808
SET OF 3 HEART COOKIE CUTTERS,VINTAGE SNAP CARDS,118,673,837,0.00913171335706547,0.17533432392273401,0.14097968936678615,2.7068938276338943
LUNCH BOX I LOVE LONDON,STRAWBERRY CERAMIC TRINKET BOX,108,668,772,0.008357839343754836,0.16167664670658682,0.13989637305699482,2.706199000961807
JUMBO STORAGE BAG SKULLS,LUNCH BAG DOLLY GIRL DESIGN,99,698,678,0.007661352731775267,0.14183381088825214,0.14601769911504425,2.7032101833303748
JUMBO BAG SPACEBOY DESIGN,RED RETROSPOT CHARLOTTE BAG,147,684,1028,0.011375947995666305,0.2149122807017544,0.14299610894941633,2.7014557307666056
RECIPE BOX PANTRY YELLOW DESIGN,RED TOADSTOOL LED NIGHT LIGHT,185,1088,814,0.014316669246246711,0.17003676470588236,0.22727272727272727,2.6992814171123
ALARM CLOCK BAKELIKE GREEN,GUMBALL COAT RACK,130,965,645,0.01006036217303823,0.13471502590673576,0.20155038759689922,2.6988954492509136
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG 50'S CHRISTMAS ,127,869,700,0.00982819996904504,0.14614499424626007,0.18142857142857144,2.697836593785961
CLOTHES PEGS RETROSPOT PACK 24 ,JAM MAKING SET PRINTED,175,748,1121,0.013542795232936078,0.2339572192513369,0.15611061552185548,2.6968734943494876
CHOCOLATE HOT WATER BOTTLE,WOODLAND CHARLOTTE BAG,141,817,827,0.010911623587679926,0.17258261933904528,0.17049576783555018,2.6966295128163766
JUMBO BAG APPLES,SET OF 3 REGENCY CAKE TINS,167,969,826,0.012923696022287571,0.17234262125902994,0.20217917675544794,2.696139651221773
