CustomerID,TotalRevenue,TotalQuantity,InvoiceCount,FirstPurchaseDate,LastPurchaseDate,AverageOrderValue
13261,944.1,210,2,2011-02-27 10:41:00,2011-03-16 12:22:00,472.05
13262,200.29,125,1,2011-03-21 15:06:00,2011-03-21 15:06:00,200.29
13263,7436.93,4768,35,2011-01-18 16:31:00,2011-12-08 13:59:00,212.48371428571429
13265,2092.66,1740,5,2011-03-11 09:54:00,2011-10-17 15:02:00,418.532
13266,3834.2599999999998,4428,12,2011-03-28 10:14:00,2011-11-28 14:39:00,319.52166666666665
13267,4521.49,1969,19,2010-12-08 09:20:00,2011-12-07 11:12:00,237.97315789473683
13268,3174.75,3624,11,2011-03-17 13:20:00,2011-11-22 11:51:00,288.6136363636364
13269,5343.28,3513,15,2010-12-05 11:51:00,2011-12-08 14:53:00,356.21866666666665
13270,590.0,200,1,2010-12-08 14:53:00,2010-12-08 14:53:00,590.0
13271,211.49,240,1,2011-11-02 14:31:00,2011-11-02 14:31:00,211.49
13272,276.56,96,2,2011-09-11 12:06:00,2011-11-08 14:00:00,138.28
13273,138.98,153,1,2011-08-18 14:02:00,2011-08-18 14:02:00,138.98
13276,590.9300000000001,161,2,2011-09-01 10:03:00,2011-10-07 12:44:00,295.46500000000003
13277,258.4,176,4,2011-07-29 10:06:00,2011-11-24 09:21:00,64.6
13278,542.73,537,1,2011-10-30 11:49:00,2011-10-30 11:49:00,542.73
13279,137.75,73,1,2011-09-22 17:24:00,2011-09-22 17:24:00,137.75
13280,798.46,518,3,2011-01-06 17:10:00,2011-08-09 13:14:00,266.15333333333336
13282,1132.14,307,3,2011-05-03 12:03:00,2011-11-21 15:33:00,377.38000000000005
13283,93.66,90,2,2011-06-07 12:39:00,2011-10-11 09:50:00,46.83
13284,201.19,91,1,2011-01-13 09:23:00,2011-01-13 09:23:00,201.19
13285,2709.12,2051,4,2011-02-22 17:13:00,2011-11-16 13:19:00,677.28
13291,361.11,233,1,2011-07-07 10:36:00,2011-07-07 10:36:00,361.11
13292,578.94,347,2,2011-02-28 15:00:00,2011-11-01 10:04:00,289.47
13294,873.74,453,2,2011-04-04 12:37:00,2011-06-03 08:54:00,436.87
13295,201.20000000000002,82,1,2010-12-15 11:21:00,2010-12-15 11:21:00,201.20000000000002
13296,87.4,78,1,2011-07-25 13:46:00,2011-07-25 13:46:00,87.4
13297,2089.85,963,4,2011-10-03 15:08:00,2011-12-02 09:32:00,522.4625
13298,360.0,96,1,2011-12-08 13:11:00,2011-12-08 13:11:00,360.0
13299,142.5,30,1,2011-03-16 12:55:00,2011-03-16 12:55:00,142.5
13300,371.89,203,1,2011-06-23 13:09:00,2011-06-23 13:09:00,371.89
13301,618.09,345,4,2011-02-20 13:13:00,2011-08-28 11:25:00,154.5225
13302,63.75,5,1,2011-07-07 17:56:00,2011-07-07 17:56:00,63.75
13304,300.42,238,1,2010-12-23 14:35:00,2010-12-23 14:35:00,300.42
13305,2000.86,1232,10,2010-12-02 12:10:00,2011-12-05 15:15:00,200.08599999999998
13307,15.0,4,1,2011-08-11 17:14:00,2011-08-11 17:14:00,15.0
13308,1385.51,843,3,2011-05-20 13:13:00,2011-11-17 09:31:00,461.83666666666664
13309,1456.79,1544,5,2011-02-04 12:29:00,2011-12-02 16:34:00,291.358
13310,1132.03,587,3,2011-01-19 14:50:00,2011-11-11 17:23:00,377.3433333333333
13311,598.57,305,2,2011-07-12 14:26:00,2011-12-05 12:55:00,299.285
13313,1555.3200000000002,851,5,2011-01-04 10:00:00,2011-11-17 16:48:00,311.064
13314,775.94,560,3,2011-09-27 10:20:00,2011-12-08 12:29:00,258.6466666666667
13316,5732.93,5508,4,2011-03-30 13:01:00,2011-11-02 13:40:00,1433.2325
13317,2273.68,1035,6,2010-12-16 09:22:00,2011-10-04 13:35:00,378.94666666666666
13318,640.76,304,3,2011-11-02 13:26:00,2011-12-08 18:51:00,213.58666666666667
13319,10845.550000000001,4724,26,2010-12-09 10:04:00,2011-12-04 13:34:00,417.1365384615385
13320,1532.2,1086,4,2011-05-10 10:29:00,2011-09-22 18:07:00,383.05
13321,567.36,372,2,2011-09-14 15:18:00,2011-09-28 15:24:00,283.68
13322,199.48000000000002,117,1,2011-11-22 14:21:00,2011-11-22 14:21:00,199.48000000000002
13323,787.85,175,5,2011-09-16 13:23:00,2011-12-06 17:12:00,157.57
13324,7121.95,5205,10,2010-12-14 09:50:00,2011-11-03 16:28:00,712.1949999999999
13325,675.3,240,1,2011-09-19 10:36:00,2011-09-19 10:36:00,675.3
13327,3627.77,1600,8,2010-12-09 15:32:00,2011-11-01 10:21:00,453.47125
13328,1308.48,680,1,2011-01-27 15:22:00,2011-01-27 15:22:00,1308.48
13329,789.0,463,2,2010-12-08 10:11:00,2011-11-08 10:29:00,394.5
13330,1140.93,751,3,2011-01-28 10:08:00,2011-09-08 12:27:00,380.31
13332,350.90000000000003,179,1,2011-11-25 13:30:00,2011-11-25 13:30:00,350.90000000000003
13334,3502.32,1764,3,2011-02-07 11:42:00,2011-09-18 15:21:00,1167.44
13336,795.12,559,1,2011-09-23 14:05:00,2011-09-23 14:05:00,795.12
13338,487.02,256,1,2011-07-05 09:06:00,2011-07-05 09:06:00,487.02
13339,860.12,326,1,2011-05-23 08:31:00,2011-05-23 08:31:00,860.12
13340,10736.48,5770,7,2011-03-08 11:39:00,2011-10-25 13:15:00,1533.782857142857
13341,775.85,301,1,2011-03-24 09:50:00,2011-03-24 09:50:00,775.85
13343,353.43,135,1,2011-06-15 12:24:00,2011-06-15 12:24:00,353.43
13344,2511.69,952,3,2011-03-07 10:28:00,2011-10-03 09:45:00,837.23
13345,389.5,141,1,2011-02-25 09:01:00,2011-02-25 09:01:00,389.5
13347,341.36,205,1,2011-09-30 13:28:00,2011-09-30 13:28:00,341.36
13348,233.76000000000002,136,1,2011-10-06 17:28:00,2011-10-06 17:28:00,233.76000000000002
13349,247.32,225,1,2011-11-29 08:07:00,2011-11-29 08:07:00,247.32
13350,979.12,287,2,2011-09-21 13:33:00,2011-11-23 16:33:00,489.56
13351,373.94,117,1,2011-10-04 12:55:00,2011-10-04 12:55:00,373.94
13352,397.98,321,1,2011-10-10 13:55:00,2011-10-10 13:55:00,397.98
13354,743.53,604,1,2011-09-29 13:17:00,2011-09-29 13:17:00,743.53
13355,674.7,314,1,2011-08-09 14:48:00,2011-08-09 14:48:00,674.7
13356,768.24,325,1,2011-09-20 14:33:00,2011-09-20 14:33:00,768.24
13357,609.4,321,1,2011-03-27 13:56:00,2011-03-27 13:56:00,609.4
13358,439.03000000000003,285,1,2011-03-16 11:52:00,2011-03-16 11:52:00,439.03000000000003
13359,439.56,161,1,2011-10-07 09:30:00,2011-10-07 09:30:00,439.56
13362,3090.7400000000002,1382,4,2011-02-25 11:33:00,2011-11-30 14:41:00,772.6850000000001
13363,992.5,710,2,2011-10-27 10:46:00,2011-11-22 12:40:00,496.25
13364,134.96,71,1,2011-09-29 18:13:00,2011-09-29 18:13:00,134.96
13365,2225.37,1247,2,2011-05-06 12:00:00,2011-11-06 12:36:00,1112.685
13366,56.16,144,1,2011-10-20 13:37:00,2011-10-20 13:37:00,56.16
13368,623.4,327,2,2011-01-06 12:32:00,2011-03-28 09:59:00,311.7
13369,308.28000000000003,149,1,2010-12-09 11:30:00,2010-12-09 11:30:00,308.28000000000003
13370,754.87,343,1,2010-12-03 10:26:00,2010-12-03 10:26:00,754.87
13372,378.64,159,1,2011-09-11 12:46:00,2011-09-11 12:46:00,378.64
13373,3312.25,1651,3,2011-03-08 14:35:00,2011-10-10 10:51:00,1104.0833333333333
13375,778.65,442,1,2011-09-12 10:19:00,2011-09-12 10:19:00,778.65
13376,1019.76,493,3,2011-04-19 13:03:00,2011-09-01 16:16:00,339.92
13379,572.56,601,3,2011-07-26 12:26:00,2011-11-13 13:45:00,190.85333333333332
13381,3639.31,2029,6,2011-02-14 10:10:00,2011-11-08 11:58:00,606.5516666666666
13382,222.99,131,1,2011-03-04 10:03:00,2011-03-04 10:03:00,222.99
13384,4151.93,2422,7,2011-06-14 12:47:00,2011-11-09 11:04:00,593.1328571428572
13385,534.57,281,1,2011-01-14 09:52:00,2011-01-14 09:52:00,534.57
13388,677.1,282,2,2011-07-31 12:52:00,2011-07-31 12:52:00,338.55
13389,797.96,429,3,2011-04-21 12:12:00,2011-11-28 14:01:00,265.9866666666667
13390,544.08,224,1,2011-09-26 08:38:00,2011-09-26 08:38:00,544.08
13391,59.8,4,1,2011-05-20 10:50:00,2011-05-20 10:50:00,59.8
13394,2520.02,2392,8,2011-02-03 10:39:00,2011-12-08 11:36:00,315.0025
13395,307.72,336,1,2011-06-07 15:04:00,2011-06-07 15:04:00,307.72
13396,1360.99,600,2,2011-01-24 13:37:00,2011-11-10 16:59:00,680.495
13397,1544.13,430,5,2011-01-04 13:50:00,2011-09-28 10:56:00,308.826
13398,457.34000000000003,281,1,2011-05-31 13:17:00,2011-05-31 13:17:00,457.34000000000003
13402,621.23,479,2,2010-12-02 17:12:00,2011-08-04 15:51:00,310.615
13403,75.0,44,1,2011-11-22 08:28:00,2011-11-22 08:28:00,75.0
13404,252.49,111,2,2011-05-11 11:57:00,2011-12-08 15:37:00,126.245
13405,572.451,165,3,2011-01-26 09:27:00,2011-09-26 17:01:00,190.817
13408,28117.04,16232,62,2010-12-01 10:39:00,2011-12-08 09:05:00,453.5006451612903
13410,1003.06,518,5,2011-02-21 14:38:00,2011-11-15 15:33:00,200.612
13411,213.55,72,1,2011-08-24 13:57:00,2011-08-24 13:57:00,213.55
13414,1390.5,1574,3,2011-02-16 12:13:00,2011-07-29 11:45:00,463.5
13416,712.5,142,2,2011-09-19 14:43:00,2011-10-27 08:56:00,356.25
13417,640.83,162,2,2011-05-18 16:26:00,2011-12-05 08:49:00,320.415
13418,6127.43,3918,18,2010-12-02 10:45:00,2011-11-28 10:23:00,340.4127777777778
13419,221.06,275,1,2011-10-07 12:49:00,2011-10-07 12:49:00,221.06
13420,159.85,101,2,2011-06-22 11:35:00,2011-07-13 08:48:00,79.925
13421,1833.71,1128,2,2011-02-22 15:46:00,2011-10-30 14:21:00,916.855
13422,2626.3,1326,1,2011-10-06 13:42:00,2011-10-06 13:42:00,2626.3
13425,1624.21,1123,3,2011-02-18 08:34:00,2011-08-23 17:13:00,541.4033333333333
13426,3641.32,2245,10,2010-12-15 12:43:00,2011-12-09 08:59:00,364.132
13427,582.6,545,3,2011-05-08 15:58:00,2011-11-20 13:02:00,194.20000000000002
13428,201.78,151,1,2011-11-29 14:20:00,2011-11-29 14:20:00,201.78
13429,1006.8,1390,4,2011-09-25 15:59:00,2011-11-29 09:10:00,251.7
13430,679.45,751,2,2011-09-14 14:26:00,2011-11-21 08:19:00,339.725
13431,1269.1,672,2,2011-09-12 11:25:00,2011-10-03 13:49:00,634.55
13434,534.24,300,2,2011-09-04 10:35:00,2011-09-26 14:30:00,267.12
13435,3809.89,2129,7,2011-06-03 17:07:00,2011-12-04 14:45:00,544.27
13436,196.89,76,1,2011-12-08 10:33:00,2011-12-08 10:33:00,196.89
13437,3408.06,1283,7,2011-06-02 14:30:00,2011-11-25 14:00:00,486.86571428571426
13439,283.71,242,1,2011-03-29 14:20:00,2011-03-29 14:20:00,283.71
13441,296.64,204,1,2011-09-09 09:38:00,2011-09-09 09:38:00,296.64
13447,1129.14,584,3,2011-11-04 10:10:00,2011-11-16 13:38:00,376.38000000000005
13448,3534.69,1648,6,2010-12-01 10:52:00,2011-11-23 12:33:00,589.115
13449,291.88,222,1,2011-11-16 08:28:00,2011-11-16 08:28:00,291.88
13450,2043.72,1982,6,2011-05-05 19:48:00,2011-11-13 11:54:00,340.62
13451,2898.2599999999998,2128,5,2011-01-09 15:35:00,2011-11-13 15:58:00,579.6519999999999
13452,590.0,2,2,2011-03-14 11:38:00,2011-03-25 14:19:00,295.0
13453,356.98,134,2,2011-02-23 09:44:00,2011-06-27 09:34:00,178.49
13455,1058.34,354,2,2010-12-08 13:11:00,2011-11-15 11:21:00,529.17
13456,1766.72,765,6,2011-05-16 15:34:00,2011-11-22 09:18:00,294.4533333333333
13458,9646.57,5508,14,2010-12-15 12:05:00,2011-12-02 15:29:00,689.0407142857142
13460,183.44,286,2,2011-10-21 09:50:00,2011-11-10 17:17:00,91.72
13461,1445.0,1170,3,2011-06-29 10:23:00,2011-11-01 09:01:00,481.6666666666667
13462,151.5,62,1,2011-04-01 11:20:00,2011-04-01 11:20:00,151.5
13464,674.68,403,1,2011-10-12 15:01:00,2011-10-12 15:01:00,674.68
13466,307.90000000000003,259,1,2011-06-08 16:39:00,2011-06-08 16:39:00,307.90000000000003
13467,1071.91,580,2,2011-11-03 16:56:00,2011-11-29 10:01:00,535.955
13468,5704.97,2589,37,2010-12-01 15:08:00,2011-12-08 10:39:00,154.1883783783784
13470,165.0,100,2,2011-08-16 17:06:00,2011-09-01 14:57:00,82.5
13471,2501.84,1583,4,2011-10-23 13:10:00,2011-12-08 15:44:00,625.46
13473,422.64,266,2,2011-01-11 08:45:00,2011-10-10 11:20:00,211.32
13474,226.84,129,1,2011-04-17 13:53:00,2011-04-17 13:53:00,226.84
13475,1431.78,1012,4,2011-02-14 12:36:00,2011-06-01 13:52:00,357.945
13476,1238.47,417,2,2011-03-03 14:43:00,2011-06-14 12:00:00,619.235
13477,1454.58,1021,6,2011-02-21 12:29:00,2011-11-02 12:04:00,242.42999999999998
13479,300.95,134,2,2011-04-19 11:27:00,2011-05-23 10:45:00,150.475
13481,1804.56,1142,5,2011-03-28 09:07:00,2011-10-25 09:07:00,360.912
13482,184.64000000000001,116,1,2011-04-21 17:03:00,2011-04-21 17:03:00,184.64000000000001
13483,140.34,160,1,2011-10-05 11:53:00,2011-10-05 11:53:00,140.34
13484,313.8,44,1,2011-04-12 16:30:00,2011-04-12 16:30:00,313.8
13485,454.24,277,1,2011-04-20 13:58:00,2011-04-20 13:58:00,454.24
13486,1122.41,669,3,2011-07-07 17:19:00,2011-09-22 13:13:00,374.1366666666667
13487,575.4,265,3,2010-12-21 14:54:00,2011-10-13 12:07:00,191.79999999999998
13488,8968.31,4518,13,2010-12-07 13:01:00,2011-11-22 14:41:00,689.87
13489,449.52,560,4,2011-02-18 10:42:00,2011-08-26 13:16:00,112.38
13491,1215.82,903,10,2010-12-02 14:30:00,2011-10-19 08:32:00,121.582
13492,1269.84,408,3,2011-05-09 10:06:00,2011-07-26 14:25:00,423.28
13493,618.63,380,2,2011-02-25 16:42:00,2011-03-09 15:35:00,309.315
13494,316.26000000000005,162,1,2011-02-01 11:58:00,2011-02-01 11:58:00,316.26000000000005
13495,2044.8700000000001,829,5,2010-12-06 15:14:00,2011-12-02 11:21:00,408.97400000000005
13496,653.33,341,2,2010-12-15 10:17:00,2011-11-29 10:58:00,326.665
13497,348.05,163,2,2010-12-06 11:37:00,2011-03-02 09:04:00,174.025
13499,1159.1100000000001,1365,5,2011-03-15 08:52:00,2011-11-22 11:21:00,231.82200000000003
13500,1166.77,609,3,2011-08-09 12:20:00,2011-11-16 15:35:00,388.92333333333335
13501,1340.32,560,1,2011-02-24 18:59:00,2011-02-24 18:59:00,1340.32
13502,292.0,264,3,2011-01-20 09:03:00,2011-11-23 10:39:00,97.33333333333333
13503,216.85,248,1,2011-09-29 13:23:00,2011-09-29 13:23:00,216.85
13504,295.93,178,1,2011-10-06 13:20:00,2011-10-06 13:20:00,295.93
13505,4393.63,2486,4,2011-04-21 12:07:00,2011-09-28 11:56:00,1098.4075
13506,458.52,324,2,2010-12-05 12:15:00,2011-01-27 13:53:00,229.26
13507,2479.16,1597,4,2011-07-17 11:50:00,2011-12-06 13:13:00,619.79
13508,110.97,24,1,2011-04-10 11:58:00,2011-04-10 11:58:00,110.97
13509,979.72,1106,7,2011-02-28 13:27:00,2011-12-01 10:10:00,139.96
13510,1791.56,1386,4,2011-06-09 09:32:00,2011-12-08 13:46:00,447.89
13512,251.21,143,1,2011-03-24 10:03:00,2011-03-24 10:03:00,251.21
13513,205.1,109,1,2011-08-05 11:50:00,2011-08-05 11:50:00,205.1
13514,152.20000000000002,40,1,2011-09-27 09:39:00,2011-09-27 09:39:00,152.20000000000002
13515,891.12,681,4,2011-04-06 10:33:00,2011-09-28 11:26:00,222.78
13516,1389.41,985,3,2011-04-15 11:06:00,2011-11-18 13:15:00,463.1366666666667
13517,2128.42,1369,3,2011-06-13 08:44:00,2011-10-11 11:43:00,709.4733333333334
13518,627.16,382,1,2011-09-15 10:29:00,2011-09-15 10:29:00,627.16
13519,122.75,23,1,2011-09-22 18:24:00,2011-09-22 18:24:00,122.75
13520,3624.35,1649,6,2010-12-03 10:36:00,2011-10-12 10:20:00,604.0583333333333
13521,1071.73,718,3,2011-11-29 15:09:00,2011-12-08 13:50:00,357.24333333333334
13522,125.80000000000001,44,1,2011-11-09 15:11:00,2011-11-09 15:11:00,125.80000000000001
13523,3964.88,1752,5,2010-12-08 14:22:00,2011-11-06 15:11:00,792.976
13524,680.1800000000001,324,5,2011-05-04 12:26:00,2011-10-30 12:34:00,136.036
13525,628.78,394,2,2011-04-05 15:36:00,2011-11-25 12:01:00,314.39
13527,2242.36,1683,7,2011-01-17 11:17:00,2011-11-06 12:04:00,320.33714285714285
13529,307.76,74,2,2011-05-19 11:50:00,2011-09-22 09:15:00,153.88
13531,483.8,174,2,2010-12-08 15:03:00,2011-05-18 16:56:00,241.9
13532,210.31,129,1,2011-11-06 12:25:00,2011-11-06 12:25:00,210.31
13533,269.09,202,3,2011-03-17 12:47:00,2011-06-10 11:54:00,89.69666666666666
13534,5870.08,2961,25,2010-12-16 15:23:00,2011-12-07 14:52:00,234.8032
13536,3444.39,2126,7,2011-09-25 13:30:00,2011-12-08 16:38:00,492.05571428571426
13538,1280.85,175,7,2011-01-28 10:40:00,2011-10-27 16:34:00,182.97857142857143
13539,631.34,320,3,2011-02-03 15:23:00,2011-09-15 10:18:00,210.4466666666667
13544,276.06,112,2,2011-04-13 12:09:00,2011-10-31 11:57:00,138.03
13546,621.09,357,3,2011-05-23 12:14:00,2011-11-27 14:50:00,207.03
13548,678.16,436,2,2011-04-10 11:35:00,2011-09-04 14:50:00,339.08
13549,918.2,458,7,2011-04-11 13:42:00,2011-11-14 09:20:00,131.17142857142858
13551,91.80000000000001,12,1,2011-01-24 14:46:00,2011-01-24 14:46:00,91.80000000000001
13552,3740.07,1417,12,2011-01-28 10:10:00,2011-10-04 15:19:00,311.6725
13555,4098.88,2636,4,2011-05-22 11:06:00,2011-09-27 12:36:00,1024.72
13557,584.0600000000001,546,2,2011-03-04 12:14:00,2011-11-11 15:24:00,292.03000000000003
13558,594.52,338,4,2011-10-02 13:01:00,2011-12-04 11:24:00,148.63
13560,171.42000000000002,63,1,2011-12-02 13:11:00,2011-12-02 13:11:00,171.42000000000002
13561,141.85999999999999,83,1,2011-05-08 12:39:00,2011-05-08 12:39:00,141.85999999999999
13562,1799.3300000000002,757,3,2011-04-08 12:42:00,2011-09-19 10:51:00,599.7766666666668
13563,777.53,209,2,2011-07-22 17:21:00,2011-09-16 14:45:00,388.765
13564,1724.67,636,3,2010-12-06 17:26:00,2011-07-18 14:33:00,574.89
13565,240.22,172,2,2011-01-09 14:28:00,2011-11-20 14:33:00,120.11
13566,856.84,567,2,2011-09-18 12:40:00,2011-10-30 11:59:00,428.42
13568,187.05,66,1,2011-06-19 14:42:00,2011-06-19 14:42:00,187.05
13569,338.62,156,2,2010-12-07 12:29:00,2011-11-22 13:07:00,169.31
13570,239.49,161,1,2011-04-10 13:36:00,2011-04-10 13:36:00,239.49
13571,2088.94,1757,12,2011-03-31 12:43:00,2011-11-27 10:47:00,174.07833333333335
13572,1384.25,534,1,2011-05-18 11:59:00,2011-05-18 11:59:00,1384.25
13573,290.25,302,2,2011-03-31 14:47:00,2011-10-20 14:33:00,145.125
13575,732.07,449,5,2011-06-16 14:24:00,2011-11-16 13:14:00,146.41400000000002
13576,6717.34,2646,18,2010-12-01 17:24:00,2011-11-29 15:34:00,373.18555555555554
13577,1687.6000000000001,791,4,2011-04-12 10:33:00,2011-11-14 15:19:00,421.90000000000003
13579,467.04,176,2,2010-12-05 16:10:00,2011-11-25 08:41:00,233.52
13581,118.0,30,1,2011-02-03 14:41:00,2011-02-03 14:41:00,118.0
13583,781.03,725,1,2011-07-07 10:40:00,2011-07-07 10:40:00,781.03
13584,142.4,37,1,2011-02-06 12:49:00,2011-02-06 12:49:00,142.4
13587,712.4,180,1,2011-10-07 12:31:00,2011-10-07 12:31:00,712.4
13588,2478.95,2606,9,2011-03-29 15:53:00,2011-11-24 10:42:00,275.43888888888887
13589,379.65,114,2,2011-06-13 12:44:00,2011-11-25 12:10:00,189.825
13590,1981.92,1848,6,2011-02-09 13:25:00,2011-11-28 12:54:00,330.32
13591,1117.13,485,3,2011-03-18 12:18:00,2011-10-06 12:26:00,372.3766666666667
13592,247.95999999999998,84,4,2011-03-20 14:01:00,2011-11-04 09:49:00,61.989999999999995
13593,2011.88,719,5,2011-01-07 16:32:00,2011-08-23 13:35:00,402.37600000000003
13594,396.97,359,1,2011-10-18 10:19:00,2011-10-18 10:19:00,396.97
13596,664.11,384,2,2011-11-27 11:57:00,2011-12-04 12:01:00,332.055
13598,160.04,52,1,2011-10-23 14:28:00,2011-10-23 14:28:00,160.04
13599,5149.92,3293,21,2010-12-08 10:11:00,2011-12-08 16:10:00,245.2342857142857
13600,219.52,324,1,2011-01-31 15:27:00,2011-01-31 15:27:00,219.52
13601,693.32,548,2,2011-05-12 16:52:00,2011-10-25 17:31:00,346.66
13602,428.89,267,1,2011-10-06 11:47:00,2011-10-06 11:47:00,428.89
13603,164.34,164,1,2011-11-13 15:57:00,2011-11-13 15:57:00,164.34
13606,276.75,276,3,2011-02-01 11:42:00,2011-11-10 17:46:00,92.25
13607,675.51,288,1,2011-10-30 16:17:00,2011-10-30 16:17:00,675.51
13610,1082.33,488,7,2011-02-27 14:44:00,2011-11-27 15:38:00,154.6185714285714
13611,1154.4,754,3,2010-12-15 10:31:00,2011-09-11 14:51:00,384.8
13614,1585.46,564,4,2011-01-13 12:37:00,2011-11-15 14:47:00,396.365
13615,417.69,189,1,2011-01-25 08:21:00,2011-01-25 08:21:00,417.69
13617,544.18,300,3,2011-06-12 12:55:00,2011-10-30 13:50:00,181.39333333333332
13618,177.34,246,1,2011-06-19 11:09:00,2011-06-19 11:09:00,177.34
13621,213.85,343,1,2011-08-15 08:26:00,2011-08-15 08:26:00,213.85
13623,727.74,286,5,2011-02-15 13:08:00,2011-11-09 12:00:00,145.548
13626,257.23,209,1,2011-04-01 10:05:00,2011-04-01 10:05:00,257.23
13627,1638.47,1269,5,2010-12-17 09:52:00,2011-10-11 14:20:00,327.694
13629,7792.36,4372,11,2011-01-05 12:09:00,2011-11-16 13:21:00,708.3963636363636
13630,2031.78,1391,7,2011-02-27 12:49:00,2011-12-04 15:16:00,290.2542857142857
13631,3070.42,467,11,2011-03-17 17:13:00,2011-09-01 09:57:00,279.1290909090909
13632,2118.93,1031,5,2011-04-10 15:07:00,2011-11-15 10:51:00,423.78599999999994
13634,1547.3600000000001,700,5,2011-01-16 15:30:00,2011-11-06 13:40:00,309.47200000000004
13635,1071.03,677,1,2011-10-03 10:55:00,2011-10-03 10:55:00,1071.03
13636,949.12,592,5,2011-02-27 14:29:00,2011-11-03 10:30:00,189.824
13637,804.3,405,3,2011-04-27 13:06:00,2011-10-18 13:32:00,268.09999999999997
13638,122.64,93,1,2011-11-24 10:38:00,2011-11-24 10:38:00,122.64
13639,1033.34,800,1,2011-09-26 13:36:00,2011-09-26 13:36:00,1033.34
13642,312.28,151,1,2011-05-08 12:34:00,2011-05-08 12:34:00,312.28
13643,519.44,273,3,2011-06-07 11:40:00,2011-11-08 15:37:00,173.14666666666668
13644,2624.26,2067,4,2011-08-26 11:53:00,2011-11-23 14:07:00,656.065
13645,252.1,158,1,2011-08-11 16:11:00,2011-08-11 16:11:00,252.1
13647,1648.1200000000001,887,4,2011-04-19 09:49:00,2011-11-30 12:00:00,412.03000000000003
13649,346.6,139,2,2010-12-08 14:46:00,2011-03-28 11:51:00,173.3
13650,1836.3400000000001,922,6,2011-03-17 12:37:00,2011-11-23 12:22:00,306.0566666666667
13651,94.2,33,2,2011-10-31 12:11:00,2011-11-04 14:59:00,47.1
13652,1095.08,578,3,2010-12-06 09:21:00,2011-10-25 08:51:00,365.02666666666664
13654,2707.33,2182,6,2011-03-11 12:54:00,2011-10-27 16:24:00,451.22166666666664
13655,932.97,605,2,2011-04-12 09:53:00,2011-08-17 14:25:00,466.485
13656,379.65,490,2,2011-01-06 15:42:00,2011-06-28 10:31:00,189.825
13657,382.14,209,2,2011-05-22 12:35:00,2011-11-29 12:32:00,191.07
13658,2639.17,1019,5,2011-05-19 17:15:00,2011-11-30 10:13:00,527.8340000000001
13659,1563.0,882,2,2011-01-23 12:08:00,2011-05-18 12:37:00,781.5
13662,881.26,533,3,2011-03-25 13:23:00,2011-09-15 12:04:00,293.75333333333333
13663,189.47,91,1,2011-06-13 15:44:00,2011-06-13 15:44:00,189.47
13666,84.65,41,3,2011-02-25 13:05:00,2011-10-10 15:39:00,28.21666666666667
13667,299.05,149,1,2011-07-13 15:42:00,2011-07-13 15:42:00,299.05
13668,6309.83,3722,21,2010-12-12 12:35:00,2011-12-07 12:11:00,300.46809523809526
13669,218.55,237,2,2011-07-13 11:44:00,2011-10-20 09:32:00,109.275
13670,349.7,282,1,2011-09-25 15:25:00,2011-09-25 15:25:00,349.7
13672,186.39000000000001,57,2,2011-01-11 13:54:00,2011-02-11 13:53:00,93.19500000000001
13673,387.44,114,2,2011-11-07 15:40:00,2011-11-21 12:11:00,193.72
13675,486.82000000000005,330,2,2011-02-28 12:14:00,2011-07-11 12:57:00,243.41000000000003
13678,232.6,924,1,2011-07-11 10:14:00,2011-07-11 10:14:00,232.6
13680,3719.12,1934,4,2011-01-04 14:12:00,2011-12-08 13:47:00,929.78
13681,827.83,360,4,2011-07-07 15:21:00,2011-11-22 11:13:00,206.9575
13682,59.5,10,1,2011-06-05 14:06:00,2011-06-05 14:06:00,59.5
13684,65.13,38,1,2011-02-27 10:13:00,2011-02-27 10:13:00,65.13
13685,3119.44,5056,7,2011-10-10 12:59:00,2011-12-07 11:41:00,445.63428571428574
13686,72.0,70,1,2011-06-10 09:10:00,2011-06-10 09:10:00,72.0
13689,910.0,512,1,2011-10-07 13:21:00,2011-10-07 13:21:00,910.0
13690,172.25,67,1,2011-10-11 15:03:00,2011-10-11 15:03:00,172.25
13692,1488.32,1226,3,2011-04-17 12:57:00,2011-11-15 11:17:00,496.1066666666666
13694,65039.62,63312,50,2010-12-01 12:12:00,2011-12-06 09:32:00,1300.7924
13695,2504.13,1603,15,2011-03-25 11:31:00,2011-11-08 14:26:00,166.942
13697,151.3,177,1,2011-11-01 09:14:00,2011-11-01 09:14:00,151.3
13699,308.58000000000004,66,1,2011-07-07 16:51:00,2011-07-07 16:51:00,308.58000000000004
13700,2248.63,2281,10,2011-01-16 13:18:00,2011-11-13 13:00:00,224.863
13703,99.5,10,1,2011-01-25 13:10:00,2011-01-25 13:10:00,99.5
13704,2308.06,1531,9,2011-09-12 14:40:00,2011-12-04 15:13:00,256.4511111111111
13705,711.86,363,3,2010-12-01 10:29:00,2011-12-02 12:32:00,237.28666666666666
13706,330.79,189,1,2011-02-10 09:21:00,2011-02-10 09:21:00,330.79
13707,806.41,351,2,2011-01-28 13:27:00,2011-03-17 18:03:00,403.205
13708,285.33,301,1,2011-03-13 13:46:00,2011-03-13 13:46:00,285.33
13709,6307.650000000001,3508,13,2011-01-28 14:57:00,2011-12-06 10:28:00,485.2038461538462
13710,180.48,176,1,2011-11-08 08:16:00,2011-11-08 08:16:00,180.48
