ProductA,ProductB,PairCount,ProductACount,ProductBCount,PairSupport,Confidence_A_to_B,Confidence_B_to_A,Lift
JAM MAKING SET WITH JARS,PARTY BUNTING,214,1104,1580,0.016560903884847548,0.19384057971014493,0.13544303797468354,1.585321500642084
RETROSPOT TEA SET CERAMIC 11 PC ,WHITE HANGING HEART T-LIGHT HOLDER,214,911,2142,0.016560903884847548,0.2349066959385291,0.09990662931839403,1.4171168650409303
DOLLY GIRL LUNCH BOX,WHITE HANGING HEART T-LIGHT HOLDER,214,848,2142,0.016560903884847548,0.25235849056603776,0.09990662931839403,1.5223979528918488
CHARLOTTE BAG PINK POLKADOT,REGENCY CAKESTAND 3 TIER,214,739,1851,0.016560903884847548,0.2895805142083897,0.11561318206374932,2.021588008968564
JUMBO BAG STRAWBERRY,LUNCH BAG  BLACK SKULL.,214,818,1259,0.016560903884847548,0.2616136919315403,0.1699761715647339,2.6851248031289634
HEART OF WICKER SMALL,JAM MAKING SET PRINTED,214,1152,1121,0.016560903884847548,0.1857638888888889,0.19090098126672614,2.1413389582713847
DOLLY GIRL LUNCH BOX,POPCORN HOLDER,213,848,1324,0.016483516483516484,0.2511792452830189,0.1608761329305136,2.451463902981246
CHARLOTTE BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,213,739,1180,0.016483516483516484,0.2882273342354533,0.1805084745762712,3.156333570330956
JUMBO BAG PINK VINTAGE PAISLEY,RED RETROSPOT CHARLOTTE BAG,213,864,1028,0.016483516483516484,0.2465277777777778,0.20719844357976655,3.0988637591872035
JUMBO BAG APPLES,RED RETROSPOT CHARLOTTE BAG,213,969,1028,0.016483516483516484,0.21981424148606812,0.20719844357976655,2.7630735685632026
HEART OF WICKER SMALL,PARTY BUNTING,213,1152,1580,0.016483516483516484,0.18489583333333334,0.13481012658227848,1.512167062236287
CLOTHES PEGS RETROSPOT PACK 24 ,WHITE HANGING HEART T-LIGHT HOLDER,213,748,2142,0.016483516483516484,0.28475935828877,0.09943977591036414,1.7178620111146063
LUNCH BAG SPACEBOY DESIGN ,REGENCY CAKESTAND 3 TIER,212,1149,1851,0.01640612908218542,0.18450826805918188,0.11453268503511616,1.2880690652948399
60 TEATIME FAIRY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER,212,821,2142,0.01640612908218542,0.2582216808769793,0.09897292250233426,1.5577687022839992
POPCORN HOLDER,RECYCLING BAG RETROSPOT ,212,1324,732,0.01640612908218542,0.16012084592145015,0.2896174863387978,2.826614168028659
JUMBO BAG RED RETROSPOT,VINTAGE SNAP CARDS,212,2054,837,0.01640612908218542,0.10321324245374879,0.2532855436081243,1.5934546224460477
DOLLY GIRL LUNCH BOX,LUNCH BAG RED RETROSPOT,211,848,1555,0.016328741680854356,0.24882075471698112,0.13569131832797426,2.067692471030759
POPCORN HOLDER,SET/20 RED RETROSPOT PAPER NAPKINS ,211,1324,938,0.016328741680854356,0.1593655589123867,0.22494669509594883,2.195438968300491
HEART OF WICKER LARGE,NATURAL SLATE HEART CHALKBOARD ,211,899,1200,0.016328741680854356,0.2347052280311457,0.17583333333333334,2.5273841305153875
JUMBO  BAG BAROQUE BLACK WHITE,LUNCH BAG  BLACK SKULL.,211,923,1259,0.016328741680854356,0.228602383531961,0.1675933280381255,2.346306592533757
JUMBO SHOPPER VINTAGE RED PAISLEY,WOODEN PICTURE FRAME WHITE FINISH,211,1168,1084,0.016328741680854356,0.18065068493150685,0.19464944649446494,2.1534761537683873
CLOTHES PEGS RETROSPOT PACK 24 ,PACK OF 72 RETROSPOT CAKE CASES,211,748,1293,0.016328741680854356,0.2820855614973262,0.16318638824439288,2.8191103060080813
ALARM CLOCK BAKELIKE GREEN,PARTY BUNTING,211,965,1580,0.016328741680854356,0.21865284974093263,0.13354430379746834,1.78824817996983
GREEN REGENCY TEACUP AND SAUCER,NATURAL SLATE HEART CHALKBOARD ,211,1007,1200,0.016328741680854356,0.20953326713008938,0.17583333333333334,2.256324064879179
JUMBO BAG VINTAGE DOILY ,PARTY BUNTING,211,1211,1580,0.016328741680854356,0.17423616845582163,0.13354430379746834,1.4249871954342577
RECIPE BOX PANTRY YELLOW DESIGN,ROSES REGENCY TEACUP AND SAUCER ,211,1088,1049,0.016328741680854356,0.19393382352941177,0.2011439466158246,2.388954115964784
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG  BLACK SKULL.,211,1168,1259,0.016328741680854356,0.18065068493150685,0.1675933280381255,1.854144678860152
LUNCH BAG WOODLAND,PACK OF 72 RETROSPOT CAKE CASES,210,1011,1293,0.016251354279523293,0.20771513353115728,0.16241299303944315,2.0758661682054247
JUMBO BAG ALPHABET,LUNCH BAG RED RETROSPOT,210,899,1555,0.016251354279523293,0.2335928809788654,0.13504823151125403,1.9411493299092597
6 RIBBONS RUSTIC CHARM,RECIPE BOX PANTRY YELLOW DESIGN,210,913,1088,0.016251354279523293,0.23001095290251916,0.19301470588235295,2.731802879969074
LUNCH BAG VINTAGE DOILY ,RED RETROSPOT CHARLOTTE BAG,210,1089,1028,0.016251354279523293,0.1928374655647383,0.20428015564202334,2.4239744455520897
LUNCH BAG RED RETROSPOT,SET/5 RED RETROSPOT LID GLASS BOWLS,210,1555,847,0.016251354279523293,0.13504823151125403,0.24793388429752067,2.060322606361776
JAM MAKING SET WITH JARS,LUNCH BAG RED RETROSPOT,210,1104,1555,0.016251354279523293,0.19021739130434784,0.13504823151125403,1.5807004054242972
RED RETROSPOT CHARLOTTE BAG,STRAWBERRY CERAMIC TRINKET BOX,209,1028,772,0.01617396687819223,0.20330739299610895,0.2707253886010363,3.4030286687768387
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SKULLS,209,818,698,0.01617396687819223,0.2555012224938875,0.2994269340974212,4.730067044507185
JUMBO SHOPPER VINTAGE RED PAISLEY,RED TOADSTOOL LED NIGHT LIGHT,209,1168,814,0.01617396687819223,0.17893835616438356,0.25675675675675674,2.840591447611996
PACK OF 72 RETROSPOT CAKE CASES,SET/5 RED RETROSPOT LID GLASS BOWLS,209,1293,847,0.01617396687819223,0.16163959783449341,0.24675324675324675,2.4660057653097094
RED TOADSTOOL LED NIGHT LIGHT,WOODLAND CHARLOTTE BAG,209,814,827,0.01617396687819223,0.25675675675675674,0.25272067714631197,4.011863132782117
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG APPLE DESIGN,209,739,1029,0.01617396687819223,0.2828146143437077,0.2031098153547133,3.5515359052958124
LUNCH BAG PINK POLKADOT,PACK OF 72 RETROSPOT CAKE CASES,209,1085,1293,0.01617396687819223,0.19262672811059908,0.16163959783449341,1.9250754684030635
LUNCH BAG PINK POLKADOT,PARTY BUNTING,209,1085,1580,0.01617396687819223,0.19262672811059908,0.13227848101265824,1.5753940383830136
JUMBO BAG RED RETROSPOT,PAPER CHAIN KIT 50'S CHRISTMAS ,209,2054,1090,0.01617396687819223,0.1017526777020448,0.19174311926605506,1.206282661711764
60 TEATIME FAIRY CAKE CASES,JUMBO BAG RED RETROSPOT,208,821,2054,0.01609657947686117,0.25334957369062117,0.10126582278481013,1.593857444610617
SET OF 6 SPICE TINS PANTRY DESIGN,WHITE HANGING HEART T-LIGHT HOLDER,208,804,2142,0.01609657947686117,0.25870646766169153,0.09710550887021475,1.5606932656976558
PACK OF 60 PINK PAISLEY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER,208,853,2142,0.01609657947686117,0.24384525205158264,0.09710550887021475,1.471040311396149
REGENCY CAKESTAND 3 TIER,STRAWBERRY CHARLOTTE BAG,208,1851,720,0.01609657947686117,0.11237169097784981,0.28888888888888886,2.016759709466355
JUMBO BAG ALPHABET,JUMBO BAG PINK VINTAGE PAISLEY,208,899,864,0.01609657947686117,0.23136818687430477,0.24074074074074073,3.460346887488156
WHITE HANGING HEART T-LIGHT HOLDER,WOOD BLACK BOARD ANT WHITE FINISH,208,2142,642,0.01609657947686117,0.09710550887021475,0.32398753894080995,1.9545130617148212
GARDENERS KNEELING PAD KEEP CALM ,JUMBO BAG VINTAGE DOILY ,208,905,1211,0.01609657947686117,0.22983425414364642,0.1717588769611891,2.45245105866573
JUMBO BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,208,684,1555,0.01609657947686117,0.30409356725146197,0.1337620578778135,2.527007765931442
JAM MAKING SET PRINTED,RED TOADSTOOL LED NIGHT LIGHT,208,1121,814,0.01609657947686117,0.1855486173059768,0.25552825552825553,2.9455273130563056
PAPER CHAIN KIT 50'S CHRISTMAS ,WHITE HANGING HEART T-LIGHT HOLDER,208,1090,2142,0.01609657947686117,0.1908256880733945,0.09710550887021475,1.151190262037537
JUMBO STORAGE BAG SUKI,LUNCH BAG SPACEBOY DESIGN ,208,1180,1149,0.01609657947686117,0.17627118644067796,0.18102697998259357,1.9823988435042998
JUMBO BAG STRAWBERRY,JUMBO BAG VINTAGE LEAF,207,818,873,0.016019192075530105,0.2530562347188264,0.23711340206185566,3.7456960653341063
JUMBO  BAG BAROQUE BLACK WHITE,RECYCLING BAG RETROSPOT ,207,923,732,0.016019192075530105,0.22426868905742145,0.2827868852459016,3.9590163934426235
DOORMAT RED RETROSPOT,JUMBO BAG RED RETROSPOT,207,653,2054,0.016019192075530105,0.3169984686064318,0.10077896786757547,1.9942815050303375
JUMBO STORAGE BAG SUKI,WOODEN PICTURE FRAME WHITE FINISH,207,1180,1084,0.016019192075530105,0.17542372881355933,0.19095940959409594,2.091167365063481
6 RIBBONS RUSTIC CHARM,JAM MAKING SET WITH JARS,207,913,1104,0.016019192075530105,0.2267250821467689,0.1875,2.6537513691128147
POPCORN HOLDER,VINTAGE SNAP CARDS,206,1324,837,0.01594180467419904,0.1555891238670695,0.24611708482676226,2.402058134540349
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG SPACEBOY DESIGN,206,864,684,0.01594180467419904,0.23842592592592593,0.30116959064327486,4.504297974875461
PACK OF 72 RETROSPOT CAKE CASES,SET OF 3 BUTTERFLY COOKIE CUTTERS,206,1293,678,0.01594180467419904,0.15931941221964424,0.30383480825958703,3.036468207525432
JUMBO BAG VINTAGE LEAF,LUNCH BAG  BLACK SKULL.,206,873,1259,0.01594180467419904,0.23596792668957617,0.1636219221604448,2.4219043277861028
CHARLOTTE BAG SUKI DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,206,869,1088,0.01594180467419904,0.23705408515535098,0.18933823529411764,2.81545302240574
JAM MAKING SET WITH JARS,PACK OF 60 PINK PAISLEY CAKE CASES,206,1104,853,0.01594180467419904,0.18659420289855072,0.24150058616647127,2.826694360908643
GREEN REGENCY TEACUP AND SAUCER,VICTORIAN GLASS HANGING T-LIGHT,205,1007,958,0.015864417272867977,0.2035749751737835,0.2139874739039666,2.7459246651311386
POPCORN HOLDER,STRAWBERRY CERAMIC TRINKET BOX,205,1324,772,0.015864417272867977,0.15483383685800603,0.2655440414507772,2.5916617096880232
ROUND SNACK BOXES SET OF4 WOODLAND ,SPACEBOY LUNCH BOX ,205,717,896,0.015864417272867977,0.2859135285913529,0.22879464285714285,4.123409170153417
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE,205,1168,1145,0.015864417272867977,0.175513698630137,0.17903930131004367,1.9807755578153974
JAM MAKING SET PRINTED,JUMBO STORAGE BAG SUKI,205,1121,1180,0.015864417272867977,0.18287243532560213,0.17372881355932204,2.00260814345545
JUMBO BAG VINTAGE DOILY ,JUMBO STORAGE BAG SKULLS,205,1211,698,0.015864417272867977,0.16928158546655656,0.29369627507163326,3.133892044984017
LUNCH BAG SPACEBOY DESIGN ,POPCORN HOLDER,205,1149,1324,0.015864417272867977,0.1784160139251523,0.15483383685800603,1.7413079546380799
ROUND SNACK BOXES SET OF4 WOODLAND ,WOODLAND CHARLOTTE BAG,205,717,827,0.015864417272867977,0.2859135285913529,0.2478839177750907,4.467442099706725
JAM MAKING SET PRINTED,SET OF 3 REGENCY CAKE TINS,204,1121,826,0.015787029871536913,0.18198037466547726,0.2469733656174334,2.846913318919246
JUMBO BAG APPLES,LUNCH BAG WOODLAND,204,969,1011,0.015787029871536913,0.21052631578947367,0.20178041543026706,2.6908220105159035
JAM MAKING SET PRINTED,VINTAGE SNAP CARDS,204,1121,837,0.015787029871536913,0.18198037466547726,0.24372759856630824,2.8094986874878103
SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SPICE TINS PANTRY DESIGN,204,1036,804,0.015787029871536913,0.1969111969111969,0.2537313432835821,3.164784187172247
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG WOODLAND,204,739,1011,0.015787029871536913,0.27604871447902574,0.20178041543026706,3.5282902952502178
ALARM CLOCK BAKELIKE GREEN,POPCORN HOLDER,204,965,1324,0.015787029871536913,0.21139896373056996,0.1540785498489426,2.063215565956514
LUNCH BAG VINTAGE DOILY ,WHITE HANGING HEART T-LIGHT HOLDER,203,1089,2142,0.01570964247020585,0.18640955004591367,0.09477124183006536,1.1245491156364595
6 RIBBONS RUSTIC CHARM,SET OF 3 CAKE TINS PANTRY DESIGN ,203,913,1340,0.01570964247020585,0.22234392113910187,0.15149253731343285,2.144125484298115
HEART OF WICKER SMALL,RECIPE BOX PANTRY YELLOW DESIGN,203,1152,1088,0.01570964247020585,0.1762152777777778,0.18658088235294118,2.092880348754085
HEART OF WICKER SMALL,WOODEN PICTURE FRAME WHITE FINISH,203,1152,1084,0.01570964247020585,0.1762152777777778,0.18726937269372693,2.1006031544690447
JUMBO BAG WOODLAND ANIMALS,LUNCH BAG SUKI DESIGN ,203,858,1279,0.01570964247020585,0.2365967365967366,0.15871774824081314,2.390385481081337
JUMBO BAG PINK POLKADOT,LUNCH BAG WOODLAND,203,1206,1011,0.01570964247020585,0.16832504145936983,0.20079129574678536,2.151430450779403
PARTY BUNTING,SET/20 RED RETROSPOT PAPER NAPKINS ,203,1580,938,0.01570964247020585,0.12848101265822784,0.21641791044776118,1.7699697713961835
JUMBO BAG PINK POLKADOT,RED TOADSTOOL LED NIGHT LIGHT,202,1206,814,0.015632255068874785,0.16749585406301823,0.24815724815724816,2.658945241034793
GREEN REGENCY TEACUP AND SAUCER,RED TOADSTOOL LED NIGHT LIGHT,202,1007,814,0.015632255068874785,0.2005958291956306,0.24815724815724816,3.1843971804249858
RECIPE BOX PANTRY YELLOW DESIGN,STRAWBERRY CERAMIC TRINKET BOX,202,1088,772,0.015632255068874785,0.18566176470588236,0.2616580310880829,3.1076701081987195
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG VINTAGE LEAF,202,923,873,0.015632255068874785,0.218851570964247,0.2313860252004582,3.2394043528064147
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG WOODLAND,202,1168,1011,0.015632255068874785,0.17294520547945205,0.19980217606330367,2.2104826362072
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG VINTAGE LEAF,202,864,873,0.015632255068874785,0.2337962962962963,0.2313860252004582,3.4606136778244454
JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG PINK POLKADOT,202,864,1085,0.015632255068874785,0.2337962962962963,0.18617511520737326,2.7844384707287935
RED TOADSTOOL LED NIGHT LIGHT,WHITE HANGING HEART T-LIGHT HOLDER,202,814,2142,0.015632255068874785,0.24815724815724816,0.09430438842203548,1.4970532029355559
ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT,202,1358,958,0.015632255068874785,0.1487481590574374,0.21085594989561587,2.006392183027355
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG VINTAGE DOILY ,201,684,1211,0.015554867667543723,0.29385964912280704,0.16597853014037986,3.135635331102322
ALARM CLOCK BAKELIKE RED ,LUNCH BAG RED RETROSPOT,201,1038,1555,0.015554867667543723,0.1936416184971098,0.1292604501607717,1.6091556232923814
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG VINTAGE DOILY ,201,869,1211,0.015554867667543723,0.23130034522439585,0.16597853014037986,2.468095013203669
JUMBO BAG PINK VINTAGE PAISLEY,PARTY BUNTING,201,864,1580,0.015554867667543723,0.2326388888888889,0.12721518987341773,1.9026327355836852
LUNCH BAG RED RETROSPOT,SET OF 4 PANTRY JELLY MOULDS,201,1555,1036,0.015554867667543723,0.1292604501607717,0.19401544401544402,1.6122621013296257
JAM MAKING SET PRINTED,JUMBO SHOPPER VINTAGE RED PAISLEY,201,1121,1168,0.015554867667543723,0.1793041926851026,0.1720890410958904,1.9837061454425478
JUMBO BAG WOODLAND ANIMALS,RED RETROSPOT CHARLOTTE BAG,200,858,1028,0.015477480266212661,0.2331002331002331,0.19455252918287938,2.9300790001179107
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK VINTAGE PAISLEY,200,869,864,0.015477480266212661,0.23014959723820483,0.23148148148148148,3.4421216383241706
JUMBO SHOPPER VINTAGE RED PAISLEY,RED RETROSPOT CHARLOTTE BAG,200,1168,1028,0.015477480266212661,0.17123287671232876,0.19455252918287938,2.1524039230318217
JUMBO BAG ALPHABET,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,200,899,797,0.015477480266212661,0.22246941045606228,0.25094102885821834,3.6069632646339236
NATURAL SLATE HEART CHALKBOARD ,WOODEN PICTURE FRAME WHITE FINISH,200,1200,1084,0.015477480266212661,0.16666666666666666,0.18450184501845018,1.986777367773678
GREEN REGENCY TEACUP AND SAUCER,JUMBO STORAGE BAG SUKI,200,1007,1180,0.015477480266212661,0.19860973187686196,0.1694915254237288,2.1749448773837377
JUMBO BAG RED RETROSPOT,LUNCH BOX I LOVE LONDON,199,2054,668,0.015400092864881598,0.09688412852969815,0.29790419161676646,1.8741567497915563
JUMBO BAG RED RETROSPOT,RETROSPOT TEA SET CERAMIC 11 PC ,199,2054,911,0.015400092864881598,0.09688412852969815,0.21844127332601537,1.3742444663674638
CHARLOTTE BAG SUKI DESIGN,JUMBO SHOPPER VINTAGE RED PAISLEY,199,869,1168,0.015400092864881598,0.2289988492520138,0.1703767123287671,2.5334958305090094
JUMBO BAG APPLES,RECYCLING BAG RETROSPOT ,199,969,732,0.015400092864881598,0.20536635706914344,0.2718579234972678,3.6253334235621195
JUMBO STORAGE BAG SKULLS,LUNCH BAG RED RETROSPOT,199,698,1555,0.015400092864881598,0.2851002865329513,0.12797427652733118,2.3691742138770397
JAM MAKING SET PRINTED,RECYCLING BAG RETROSPOT ,198,1121,732,0.015322705463550534,0.17662801070472792,0.27049180327868855,3.118015238150948
PAPER CHAIN KIT VINTAGE CHRISTMAS,POPCORN HOLDER,198,799,1324,0.015322705463550534,0.24780976220275344,0.14954682779456194,2.4185783589002865
RECYCLING BAG RETROSPOT ,RED RETROSPOT CHARLOTTE BAG,198,732,1028,0.015322705463550534,0.27049180327868855,0.1926070038910506,3.4000924921860047
JAM MAKING SET PRINTED,PARTY BUNTING,198,1121,1580,0.015322705463550534,0.17662801070472792,0.12531645569620253,1.4445488318522115
DOLLY GIRL LUNCH BOX,LUNCH BAG SPACEBOY DESIGN ,198,848,1149,0.015322705463550534,0.23349056603773585,0.17232375979112272,2.625905217005764
NATURAL SLATE HEART CHALKBOARD ,RECYCLING BAG RETROSPOT ,198,1200,732,0.015322705463550534,0.165,0.27049180327868855,2.912745901639344
JUMBO BAG ALPHABET,JUMBO BAG WOODLAND ANIMALS,198,899,858,0.015322705463550534,0.22024471635150167,0.23076923076923078,3.3170189098998883
JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG PINK POLKADOT,198,1168,1085,0.015322705463550534,0.1695205479452055,0.1824884792626728,2.018935041979673
6 RIBBONS RUSTIC CHARM,NATURAL SLATE HEART CHALKBOARD ,198,913,1200,0.015322705463550534,0.21686746987951808,0.165,2.335301204819277
JUMBO STORAGE BAG SUKI,NATURAL SLATE HEART CHALKBOARD ,198,1180,1200,0.015322705463550534,0.16779661016949152,0.165,1.8068898305084746
JUMBO BAG VINTAGE DOILY ,POPCORN HOLDER,198,1211,1324,0.015322705463550534,0.1635012386457473,0.14954682779456194,1.59574245149573
JUMBO STORAGE BAG SUKI,LUNCH BAG APPLE DESIGN,198,1180,1029,0.015322705463550534,0.16779661016949152,0.1924198250728863,2.107160152196472
NATURAL SLATE HEART CHALKBOARD ,ROSES REGENCY TEACUP AND SAUCER ,197,1200,1049,0.01524531806221947,0.16416666666666666,0.18779790276453764,2.0222704162694627
JUMBO BAG ALPHABET,JUMBO BAG STRAWBERRY,197,899,818,0.01524531806221947,0.21913236929922136,0.24083129584352078,3.4616485037708293
JUMBO STORAGE BAG SUKI,ROSES REGENCY TEACUP AND SAUCER ,197,1180,1049,0.01524531806221947,0.1669491525423729,0.18779790276453764,2.0565461860367416
CHARLOTTE BAG SUKI DESIGN,STRAWBERRY CERAMIC TRINKET BOX,197,869,772,0.01524531806221947,0.22669735327963175,0.2551813471502591,3.794537822641712
LUNCH BAG  BLACK SKULL.,RECIPE BOX PANTRY YELLOW DESIGN,197,1259,1088,0.01524531806221947,0.15647339158061954,0.18106617647058823,1.8584091599308505
JUMBO BAG RED RETROSPOT,SET OF 3 REGENCY CAKE TINS,197,2054,826,0.01524531806221947,0.09591041869522882,0.23849878934624696,1.500429092469427
HEART OF WICKER SMALL,POPCORN HOLDER,197,1152,1324,0.01524531806221947,0.17100694444444445,0.1487915407854985,1.668996779540114
RECYCLING BAG RETROSPOT ,RED TOADSTOOL LED NIGHT LIGHT,197,732,814,0.01524531806221947,0.2691256830601093,0.24201474201474202,4.27228756327117
JUMBO BAG STRAWBERRY,STRAWBERRY CHARLOTTE BAG,197,818,720,0.01524531806221947,0.24083129584352078,0.27361111111111114,4.322252784569411
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG PINK POLKADOT,197,869,1206,0.01524531806221947,0.22669735327963175,0.16334991708126037,2.429007627760698
HOT WATER BOTTLE KEEP CALM,SCOTTIE DOG HOT WATER BOTTLE,197,739,731,0.01524531806221947,0.2665764546684709,0.2694938440492476,4.712313197299563
PACK OF 60 PINK PAISLEY CAKE CASES,POPCORN HOLDER,197,853,1324,0.01524531806221947,0.2309495896834701,0.1487915407854985,2.2540261313367074
PARTY BUNTING,WOODEN PICTURE FRAME WHITE FINISH,196,1580,1084,0.015167930660888408,0.1240506329113924,0.18081180811808117,1.47876593955813
LUNCH BAG SUKI DESIGN ,RECIPE BOX PANTRY YELLOW DESIGN,196,1279,1088,0.015167930660888408,0.1532447224394058,0.1801470588235294,1.8200627788253692
HEART OF WICKER SMALL,REGENCY CAKESTAND 3 TIER,196,1152,1851,0.015167930660888408,0.1701388888888889,0.10588870880605078,1.1877551173539829
GREEN REGENCY TEACUP AND SAUCER,JUMBO SHOPPER VINTAGE RED PAISLEY,196,1007,1168,0.015167930660888408,0.19463753723932473,0.1678082191780822,2.1533443974371185
JUMBO BAG PINK POLKADOT,NATURAL SLATE HEART CHALKBOARD ,196,1206,1200,0.015167930660888408,0.1625207296849088,0.16333333333333333,1.7500773908236595
JUMBO BAG VINTAGE DOILY ,LUNCH BAG ALPHABET DESIGN,196,1211,733,0.015167930660888408,0.16184971098265896,0.2673942701227831,2.853235969055824
LUNCH BAG PINK POLKADOT,WOODLAND CHARLOTTE BAG,196,1085,827,0.015167930660888408,0.18064516129032257,0.2370012091898428,2.822607949448064
RECIPE BOX PANTRY YELLOW DESIGN,WOODLAND CHARLOTTE BAG,196,1088,827,0.015167930660888408,0.1801470588235294,0.2370012091898428,2.8148250231168643
JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG APPLES,196,700,969,0.015167930660888408,0.28,0.20227038183694532,3.73391124871001
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,WHITE HANGING HEART T-LIGHT HOLDER,196,797,2142,0.015167930660888408,0.24592220828105396,0.0915032679738562,1.4835699231595607
JUMBO BAG VINTAGE DOILY ,LUNCH BAG WOODLAND,196,1211,1011,0.015167930660888408,0.16184971098265896,0.19386745796241345,2.068666632361938
JUMBO BAG STRAWBERRY,LUNCH BAG PINK POLKADOT,196,818,1085,0.015167930660888408,0.2396088019559902,0.18064516129032257,2.853663538133923
ALARM CLOCK BAKELIKE GREEN,LUNCH BAG RED RETROSPOT,196,965,1555,0.015167930660888408,0.20310880829015543,0.12604501607717042,1.6878276660613432
JUMBO BAG VINTAGE DOILY ,SET OF 3 REGENCY CAKE TINS,195,1211,826,0.015090543259557344,0.1610239471511148,0.2360774818401937,2.5190695461098125
6 RIBBONS RUSTIC CHARM,PARTY BUNTING,195,913,1580,0.015090543259557344,0.21358159912376778,0.12341772151898735,1.746773053086916
WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG,195,2142,827,0.015090543259557344,0.09103641456582633,0.23579201934703747,1.4224577376295136
LUNCH BAG APPLE DESIGN,PACK OF 72 RETROSPOT CAKE CASES,195,1029,1293,0.015090543259557344,0.18950437317784258,0.15081206496519722,1.8938712375901636
POPCORN HOLDER,SPACEBOY LUNCH BOX ,195,1324,896,0.015090543259557344,0.1472809667673716,0.21763392857142858,2.1240676925981874
JUMBO BAG ALPHABET,LUNCH BAG SUKI DESIGN ,195,899,1279,0.015090543259557344,0.21690767519466073,0.1524628616106333,2.1914628450863223
JUMBO SHOPPER VINTAGE RED PAISLEY,SET OF 3 CAKE TINS PANTRY DESIGN ,195,1168,1340,0.015090543259557344,0.16695205479452055,0.1455223880597015,1.6099660089961154
JUMBO STORAGE BAG SKULLS,LUNCH BAG PINK POLKADOT,195,698,1085,0.015090543259557344,0.2793696275071633,0.17972350230414746,3.3272021443756357
JUMBO BAG RED RETROSPOT,LUNCH BAG DOLLY GIRL DESIGN,194,2054,678,0.01501315585822628,0.09444985394352483,0.2861356932153392,1.8001194876965014
HEART OF WICKER SMALL,LUNCH BAG RED RETROSPOT,194,1152,1555,0.01501315585822628,0.1684027777777778,0.12475884244372991,1.399421668453019
HEART OF WICKER SMALL,SET OF 3 CAKE TINS PANTRY DESIGN ,194,1152,1340,0.01501315585822628,0.1684027777777778,0.14477611940298507,1.6239557421227195
CHARLOTTE BAG SUKI DESIGN,JUMBO BAG APPLES,194,869,969,0.01501315585822628,0.22324510932105868,0.2002063983488132,2.977062231833561
COOK WITH WINE METAL SIGN ,WHITE HANGING HEART T-LIGHT HOLDER,194,693,2142,0.01501315585822628,0.27994227994227994,0.09056956115779645,1.6888021201746692
GARDENERS KNEELING PAD CUP OF TEA ,WHITE HANGING HEART T-LIGHT HOLDER,194,748,2142,0.01501315585822628,0.25935828877005346,0.09056956115779645,1.5646254936912376
GARDENERS KNEELING PAD KEEP CALM ,POPCORN HOLDER,194,905,1324,0.01501315585822628,0.2143646408839779,0.14652567975830816,2.092160037388793
REGENCY CAKESTAND 3 TIER,SPOTTY BUNTING,194,1851,1095,0.01501315585822628,0.10480821177741761,0.1771689497716895,1.2368326142354251
JUMBO BAG ALPHABET,JUMBO BAG SPACEBOY DESIGN,193,899,684,0.014935768456895218,0.21468298109010012,0.2821637426900585,4.055750704161219
JUMBO BAG APPLES,LUNCH BAG SPACEBOY DESIGN ,193,969,1149,0.014935768456895218,0.19917440660474717,0.1679721496953873,2.239975354348601
POPCORN HOLDER,RABBIT NIGHT LIGHT,193,1324,876,0.014935768456895218,0.14577039274924472,0.22031963470319635,2.1502796976092924
LUNCH BAG SUKI DESIGN ,SPOTTY BUNTING,193,1279,1095,0.014935768456895218,0.15089913995308835,0.17625570776255708,1.7807476588801898
LUNCH BAG WOODLAND,REGENCY CAKESTAND 3 TIER,193,1011,1851,0.014935768456895218,0.19090009891196835,0.10426796326310103,1.332691020065076
PAPER CHAIN KIT 50'S CHRISTMAS ,VINTAGE SNAP CARDS,193,1090,837,0.014935768456895218,0.17706422018348625,0.23058542413381122,2.733600780419366
